Pathway_name	Pathway_number	KOrtholog	Enzyme_name
Glycolysis / Gluconeogenesis	ko00010	K00844	hexokinase [EC:2.7.1.1]
Glycolysis / Gluconeogenesis	ko00010	K12407	glucokinase [EC:2.7.1.2]
Glycolysis / Gluconeogenesis	ko00010	K00845	glucokinase [EC:2.7.1.2]
Glycolysis / Gluconeogenesis	ko00010	K01810	glucose-6-phosphate isomerase [EC:5.3.1.9]
Glycolysis / Gluconeogenesis	ko00010	K06859	glucose-6-phosphate isomerase, archaeal [EC:5.3.1.9]
Glycolysis / Gluconeogenesis	ko00010	K13810	transaldolase / glucose-6-phosphate isomerase [EC:5.3.1.92.2.1.2]
Glycolysis / Gluconeogenesis	ko00010	K15916	glucose/mannose-6-phosphate isomerase [EC:5.3.1.8 5.3.1.9]
Glycolysis / Gluconeogenesis	ko00010	K00850	6-phosphofructokinase 1 [EC:2.7.1.11]
Glycolysis / Gluconeogenesis	ko00010	K16370	6-phosphofructokinase 2 [EC:2.7.1.11]
Glycolysis / Gluconeogenesis	ko00010	K21071	ATP-dependent phosphofructokinase / diphosphate-dependent phosphofructokinase [EC:2.7.1.90 2.7.1.11]
Glycolysis / Gluconeogenesis	ko00010	K00918	ADP-dependent phosphofructokinase/glucokinase [EC:2.7.1.147 2.7.1.146]
Glycolysis / Gluconeogenesis	ko00010	K00895	diphosphate-dependent phosphofructokinase [EC:2.7.1.90]
Glycolysis / Gluconeogenesis	ko00010	K03841	fructose-1,6-bisphosphatase I [EC:3.1.3.11]
Glycolysis / Gluconeogenesis	ko00010	K02446	fructose-1,6-bisphosphatase II [EC:3.1.3.11]
Glycolysis / Gluconeogenesis	ko00010	K11532	fructose-1,6-bisphosphatase II / sedoheptulose-1,7-bisphosphatase [EC:3.1.3.37 3.1.3.11]
Glycolysis / Gluconeogenesis	ko00010	K01086	fructose-1,6-bisphosphatase I / sedoheptulose-1,7-bisphosphatase [EC:3.1.3.37 3.1.3.11]
Glycolysis / Gluconeogenesis	ko00010	K04041	fructose-1,6-bisphosphatase III [EC:3.1.3.11]
Glycolysis / Gluconeogenesis	ko00010	K01623	fructose-bisphosphate aldolase, class I [EC:4.1.2.13]
Glycolysis / Gluconeogenesis	ko00010	K11645	fructose-bisphosphate aldolase, class I [EC:4.1.2.13]
Glycolysis / Gluconeogenesis	ko00010	K01624	fructose-bisphosphate aldolase, class II [EC:4.1.2.13]
Glycolysis / Gluconeogenesis	ko00010	K01622	fructose 1,6-bisphosphate aldolase/phosphatase [EC:3.1.3.11 4.1.2.13]
Glycolysis / Gluconeogenesis	ko00010	K16305	fructose-bisphosphate aldolase / 6-deoxy-5-ketofructose 1-phosphate synthase [EC:2.2.1.11 4.1.2.13]
Glycolysis / Gluconeogenesis	ko00010	K16306	fructose-bisphosphate aldolase / 2-amino-3,7-dideoxy-D-threo-hept-6-ulosonate synthase [EC:2.2.1.10 4.1.2.13]
Glycolysis / Gluconeogenesis	ko00010	K01803	triosephosphate isomerase (TIM) [EC:5.3.1.1]
Glycolysis / Gluconeogenesis	ko00010	K00134	glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12]
Glycolysis / Gluconeogenesis	ko00010	K10705	glyceraldehyde-3-phosphate dehydrogenase, spermatogenic [EC:1.2.1.12]
Glycolysis / Gluconeogenesis	ko00010	K00150	glyceraldehyde-3-phosphate dehydrogenase (NAD(P)) [EC:1.2.1.59]
Glycolysis / Gluconeogenesis	ko00010	K00927	phosphoglycerate kinase [EC:2.7.2.3]
Glycolysis / Gluconeogenesis	ko00010	K01834	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase [EC:5.4.2.11]
Glycolysis / Gluconeogenesis	ko00010	K15633	2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12]
Glycolysis / Gluconeogenesis	ko00010	K15634	probable phosphoglycerate mutase [EC:5.4.2.12]
Glycolysis / Gluconeogenesis	ko00010	K15635	2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12]
Glycolysis / Gluconeogenesis	ko00010	K01689	enolase [EC:4.2.1.11]
Glycolysis / Gluconeogenesis	ko00010	K00873	pyruvate kinase [EC:2.7.1.40]
Glycolysis / Gluconeogenesis	ko00010	K12406	pyruvate kinase isozymes R/L [EC:2.7.1.40]
Glycolysis / Gluconeogenesis	ko00010	K00163	pyruvate dehydrogenase E1 component [EC:1.2.4.1]
Glycolysis / Gluconeogenesis	ko00010	K00161	pyruvate dehydrogenase E1 component alpha subunit [EC:1.2.4.1]
Glycolysis / Gluconeogenesis	ko00010	K00162	pyruvate dehydrogenase E1 component beta subunit [EC:1.2.4.1]
Glycolysis / Gluconeogenesis	ko00010	K00627	pyruvate dehydrogenase E2 component (dihydrolipoamide acetyltransferase) [EC:2.3.1.12]
Glycolysis / Gluconeogenesis	ko00010	K00382	dihydrolipoamide dehydrogenase [EC:1.8.1.4]
Glycolysis / Gluconeogenesis	ko00010	K00169	pyruvate ferredoxin oxidoreductase alpha subunit [EC:1.2.7.1]
Glycolysis / Gluconeogenesis	ko00010	K00170	pyruvate ferredoxin oxidoreductase beta subunit [EC:1.2.7.1]
Glycolysis / Gluconeogenesis	ko00010	K00172	pyruvate ferredoxin oxidoreductase gamma subunit [EC:1.2.7.1]
Glycolysis / Gluconeogenesis	ko00010	K00171	pyruvate ferredoxin oxidoreductase delta subunit [EC:1.2.7.1]
Glycolysis / Gluconeogenesis	ko00010	K03737	pyruvate-ferredoxin/flavodoxin oxidoreductase [EC:1.2.7.- 1.2.7.1]
Glycolysis / Gluconeogenesis	ko00010	K00174	2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha [EC:1.2.7.11 1.2.7.3]
Glycolysis / Gluconeogenesis	ko00010	K00175	2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit beta [EC:1.2.7.11 1.2.7.3]
Glycolysis / Gluconeogenesis	ko00010	K00016	L-lactate dehydrogenase [EC:1.1.1.27]
Glycolysis / Gluconeogenesis	ko00010	K01568	pyruvate decarboxylase [EC:4.1.1.1]
Glycolysis / Gluconeogenesis	ko00010	K13951	alcohol dehydrogenase 1/7 [EC:1.1.1.1]
Glycolysis / Gluconeogenesis	ko00010	K13980	alcohol dehydrogenase 4 [EC:1.1.1.1]
Glycolysis / Gluconeogenesis	ko00010	K00121	S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.1 1.1.1.284]
Glycolysis / Gluconeogenesis	ko00010	K13952	alcohol dehydrogenase 6 [EC:1.1.1.1]
Glycolysis / Gluconeogenesis	ko00010	K04072	acetaldehyde dehydrogenase / alcohol dehydrogenase [EC:1.1.1.1 1.2.1.10]
Glycolysis / Gluconeogenesis	ko00010	K13953	alcohol dehydrogenase, propanol-preferring [EC:1.1.1.1]
Glycolysis / Gluconeogenesis	ko00010	K13954	alcohol dehydrogenase [EC:1.1.1.1]
Glycolysis / Gluconeogenesis	ko00010	K18857	alcohol dehydrogenase class-P [EC:1.1.1.1]
Glycolysis / Gluconeogenesis	ko00010	K00001	alcohol dehydrogenase [EC:1.1.1.1]
Glycolysis / Gluconeogenesis	ko00010	K00002	alcohol dehydrogenase (NADP+) [EC:1.1.1.2]
Glycolysis / Gluconeogenesis	ko00010	K14028	methanol dehydrogenase (cytochrome c) subunit 1 [EC:1.1.2.7]
Glycolysis / Gluconeogenesis	ko00010	K14029	methanol dehydrogenase (cytochrome c) subunit 2 [EC:1.1.2.7]
Glycolysis / Gluconeogenesis	ko00010	K00114	alcohol dehydrogenase (cytochrome c) [EC:1.1.2.8]
Glycolysis / Gluconeogenesis	ko00010	K04022	alcohol dehydrogenase
Glycolysis / Gluconeogenesis	ko00010	K22473	alcohol dehydrogenase (quinone), dehydrogenase subunit [EC:1.1.5.5]
Glycolysis / Gluconeogenesis	ko00010	K22474	alcohol dehydrogenase (quinone), cytochrome c subunit [EC:1.1.5.5]
Glycolysis / Gluconeogenesis	ko00010	K00128	aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]
Glycolysis / Gluconeogenesis	ko00010	K14085	aldehyde dehydrogenase family 7 member A1 [EC:1.2.1.31.2.1.8 1.2.1.31]
Glycolysis / Gluconeogenesis	ko00010	K00149	aldehyde dehydrogenase family 9 member A1 [EC:1.2.1.31.2.1.47]
Glycolysis / Gluconeogenesis	ko00010	K00129	aldehyde dehydrogenase (NAD(P)+) [EC:1.2.1.5]
Glycolysis / Gluconeogenesis	ko00010	K00138	aldehyde dehydrogenase [EC:1.2.1.-]
Glycolysis / Gluconeogenesis	ko00010	K01895	acetyl-CoA synthetase [EC:6.2.1.1]
Glycolysis / Gluconeogenesis	ko00010	K01913	acetate---CoA ligase [EC:6.2.1.1]
Glycolysis / Gluconeogenesis	ko00010	K01905	acetate---CoA ligase (ADP-forming) subunit alpha [EC:6.2.1.13]
Glycolysis / Gluconeogenesis	ko00010	K22224	acetate---CoA ligase (ADP-forming) subunit beta [EC:6.2.1.13]
Glycolysis / Gluconeogenesis	ko00010	K01785	aldose 1-epimerase [EC:5.1.3.3]
Glycolysis / Gluconeogenesis	ko00010	K01085	glucose-1-phosphatase [EC:3.1.3.10]
Glycolysis / Gluconeogenesis	ko00010	K20866	glucose-1-phosphatase [EC:3.1.3.10]
Glycolysis / Gluconeogenesis	ko00010	K01835	phosphoglucomutase [EC:5.4.2.2]
Glycolysis / Gluconeogenesis	ko00010	K15778	phosphomannomutase / phosphoglucomutase [EC:5.4.2.25.4.2.8]
Glycolysis / Gluconeogenesis	ko00010	K15779	phosphoglucomutase / phosphopentomutase [EC:5.4.2.75.4.2.2]
Glycolysis / Gluconeogenesis	ko00010	K01084	glucose-6-phosphatase [EC:3.1.3.9]
Glycolysis / Gluconeogenesis	ko00010	K00886	polyphosphate glucokinase [EC:2.7.1.63]
Glycolysis / Gluconeogenesis	ko00010	K08074	ADP-dependent glucokinase [EC:2.7.1.147]
Glycolysis / Gluconeogenesis	ko00010	K01792	glucose-6-phosphate 1-epimerase [EC:5.1.3.15]
Glycolysis / Gluconeogenesis	ko00010	K01837	bisphosphoglycerate/phosphoglycerate mutase [EC:5.4.2.115.4.2.4]
Glycolysis / Gluconeogenesis	ko00010	K03103	multiple inositol-polyphosphate phosphatase / 2,3-bisphosphoglycerate 3-phosphatase [EC:3.1.3.80 3.1.3.62]
Glycolysis / Gluconeogenesis	ko00010	K11389	glyceraldehyde-3-phosphate dehydrogenase (ferredoxin) [EC:1.2.7.6]
Glycolysis / Gluconeogenesis	ko00010	K00131	glyceraldehyde-3-phosphate dehydrogenase (NADP+) [EC:1.2.1.9]
Glycolysis / Gluconeogenesis	ko00010	K18978	glyceraldehyde-3-phosphate dehydrogenase [NAD(P)+] [EC:1.2.1.90]
Glycolysis / Gluconeogenesis	ko00010	K01596	phosphoenolpyruvate carboxykinase (GTP) [EC:4.1.1.32]
Glycolysis / Gluconeogenesis	ko00010	K01610	phosphoenolpyruvate carboxykinase (ATP) [EC:4.1.1.49]
Glycolysis / Gluconeogenesis	ko00010	K01222	6-phospho-beta-glucosidase [EC:3.2.1.86]
Glycolysis / Gluconeogenesis	ko00010	K01223	6-phospho-beta-glucosidase [EC:3.2.1.86]
Glycolysis / Gluconeogenesis	ko00010	K02777	PTS system, sugar-specific IIA component [EC:2.7.1.-]
Glycolysis / Gluconeogenesis	ko00010	K02778	PTS system, glucose-specific IIB component [EC:2.7.1.199]
Glycolysis / Gluconeogenesis	ko00010	K02779	PTS system, glucose-specific IIC component
Glycolysis / Gluconeogenesis	ko00010	K02790	PTS system, maltose/glucose-specific IIB component [EC:2.7.1.208 2.7.1.199]
Glycolysis / Gluconeogenesis	ko00010	K02791	PTS system, maltose/glucose-specific IIC component
Glycolysis / Gluconeogenesis	ko00010	K20116	PTS system, glucose-specific IIA component [EC:2.7.1.199]
Glycolysis / Gluconeogenesis	ko00010	K20117	PTS system, glucose-specific IIB component [EC:2.7.1.199]
Glycolysis / Gluconeogenesis	ko00010	K20118	PTS system, glucose-specific IIC component
Glycolysis / Gluconeogenesis	ko00010	K02752	PTS system, beta-glucoside (arbutin/salicin/cellobiose)-specific IIB component [EC:2.7.1.-]
Glycolysis / Gluconeogenesis	ko00010	K02753	PTS system, beta-glucoside (arbutin/salicin/cellobiose)-specific IIC component
Citrate cycle (TCA cycle)	ko00020	K01647	citrate synthase [EC:2.3.3.1]
Citrate cycle (TCA cycle)	ko00020	K01648	ATP citrate (pro-S)-lyase [EC:2.3.3.8]
Citrate cycle (TCA cycle)	ko00020	K15230	ATP-citrate lyase alpha-subunit [EC:2.3.3.8]
Citrate cycle (TCA cycle)	ko00020	K15231	ATP-citrate lyase beta-subunit [EC:2.3.3.8]
Citrate cycle (TCA cycle)	ko00020	K05942	citrate (Re)-synthase [EC:2.3.3.3]
Citrate cycle (TCA cycle)	ko00020	K01681	aconitate hydratase [EC:4.2.1.3]
Citrate cycle (TCA cycle)	ko00020	K01682	aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.99 4.2.1.3]
Citrate cycle (TCA cycle)	ko00020	K00031	isocitrate dehydrogenase [EC:1.1.1.42]
Citrate cycle (TCA cycle)	ko00020	K00030	isocitrate dehydrogenase (NAD+) [EC:1.1.1.41]
Citrate cycle (TCA cycle)	ko00020	K17753	isocitrate--homoisocitrate dehydrogenase [EC:1.1.1.286]
Citrate cycle (TCA cycle)	ko00020	K00164	2-oxoglutarate dehydrogenase E1 component [EC:1.2.4.2]
Citrate cycle (TCA cycle)	ko00020	K00658	2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide succinyltransferase) [EC:2.3.1.61]
Citrate cycle (TCA cycle)	ko00020	K00382	dihydrolipoamide dehydrogenase [EC:1.8.1.4]
Citrate cycle (TCA cycle)	ko00020	K00174	2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha [EC:1.2.7.11 1.2.7.3]
Citrate cycle (TCA cycle)	ko00020	K00175	2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit beta [EC:1.2.7.11 1.2.7.3]
Citrate cycle (TCA cycle)	ko00020	K00177	2-oxoglutarate ferredoxin oxidoreductase subunit gamma [EC:1.2.7.3]
Citrate cycle (TCA cycle)	ko00020	K00176	2-oxoglutarate ferredoxin oxidoreductase subunit delta [EC:1.2.7.3]
Citrate cycle (TCA cycle)	ko00020	K01902	succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]
Citrate cycle (TCA cycle)	ko00020	K01903	succinyl-CoA synthetase beta subunit [EC:6.2.1.5]
Citrate cycle (TCA cycle)	ko00020	K01899	succinyl-CoA synthetase alpha subunit [EC:6.2.1.5 6.2.1.4]
Citrate cycle (TCA cycle)	ko00020	K01900	succinyl-CoA synthetase beta subunit [EC:6.2.1.5 6.2.1.4]
Citrate cycle (TCA cycle)	ko00020	K18118	succinyl-CoA:acetate CoA-transferase [EC:2.8.3.18]
Citrate cycle (TCA cycle)	ko00020	K00234	succinate dehydrogenase (ubiquinone) flavoprotein subunit [EC:1.3.5.1]
Citrate cycle (TCA cycle)	ko00020	K00235	succinate dehydrogenase (ubiquinone) iron-sulfur subunit [EC:1.3.5.1]
Citrate cycle (TCA cycle)	ko00020	K00236	succinate dehydrogenase (ubiquinone) cytochrome b560 subunit
Citrate cycle (TCA cycle)	ko00020	K00237	succinate dehydrogenase (ubiquinone) membrane anchor subunit
Citrate cycle (TCA cycle)	ko00020	K00239	succinate dehydrogenase / fumarate reductase, flavoprotein subunit [EC:1.3.5.4 1.3.5.1]
Citrate cycle (TCA cycle)	ko00020	K00240	succinate dehydrogenase / fumarate reductase, iron-sulfur subunit [EC:1.3.5.4 1.3.5.1]
Citrate cycle (TCA cycle)	ko00020	K00241	succinate dehydrogenase / fumarate reductase, cytochrome b subunit
Citrate cycle (TCA cycle)	ko00020	K00242	succinate dehydrogenase / fumarate reductase, membrane anchor subunit
Citrate cycle (TCA cycle)	ko00020	K18859	succinate dehydrogenase / fumarate reductase, subunit D
Citrate cycle (TCA cycle)	ko00020	K18860	putative succinate dehydrogenase / fumarate reductase, subunit D
Citrate cycle (TCA cycle)	ko00020	K00244	fumarate reductase flavoprotein subunit [EC:1.3.5.4]
Citrate cycle (TCA cycle)	ko00020	K00245	fumarate reductase iron-sulfur subunit [EC:1.3.5.4]
Citrate cycle (TCA cycle)	ko00020	K00246	fumarate reductase subunit C
Citrate cycle (TCA cycle)	ko00020	K00247	fumarate reductase subunit D
Citrate cycle (TCA cycle)	ko00020	K01676	fumarate hydratase, class I [EC:4.2.1.2]
Citrate cycle (TCA cycle)	ko00020	K01677	fumarate hydratase subunit alpha [EC:4.2.1.2]
Citrate cycle (TCA cycle)	ko00020	K01678	fumarate hydratase subunit beta [EC:4.2.1.2]
Citrate cycle (TCA cycle)	ko00020	K01679	fumarate hydratase, class II [EC:4.2.1.2]
Citrate cycle (TCA cycle)	ko00020	K00025	malate dehydrogenase [EC:1.1.1.37]
Citrate cycle (TCA cycle)	ko00020	K00026	malate dehydrogenase [EC:1.1.1.37]
Citrate cycle (TCA cycle)	ko00020	K00024	malate dehydrogenase [EC:1.1.1.37]
Citrate cycle (TCA cycle)	ko00020	K00116	malate dehydrogenase (quinone) [EC:1.1.5.4]
Citrate cycle (TCA cycle)	ko00020	K01958	pyruvate carboxylase [EC:6.4.1.1]
Citrate cycle (TCA cycle)	ko00020	K01959	pyruvate carboxylase subunit A [EC:6.4.1.1]
Citrate cycle (TCA cycle)	ko00020	K01960	pyruvate carboxylase subunit B [EC:6.4.1.1]
Citrate cycle (TCA cycle)	ko00020	K01610	phosphoenolpyruvate carboxykinase (ATP) [EC:4.1.1.49]
Citrate cycle (TCA cycle)	ko00020	K01596	phosphoenolpyruvate carboxykinase (GTP) [EC:4.1.1.32]
Citrate cycle (TCA cycle)	ko00020	K00163	pyruvate dehydrogenase E1 component [EC:1.2.4.1]
Citrate cycle (TCA cycle)	ko00020	K00161	pyruvate dehydrogenase E1 component alpha subunit [EC:1.2.4.1]
Citrate cycle (TCA cycle)	ko00020	K00162	pyruvate dehydrogenase E1 component beta subunit [EC:1.2.4.1]
Citrate cycle (TCA cycle)	ko00020	K00627	pyruvate dehydrogenase E2 component (dihydrolipoamide acetyltransferase) [EC:2.3.1.12]
Citrate cycle (TCA cycle)	ko00020	K00169	pyruvate ferredoxin oxidoreductase alpha subunit [EC:1.2.7.1]
Citrate cycle (TCA cycle)	ko00020	K00170	pyruvate ferredoxin oxidoreductase beta subunit [EC:1.2.7.1]
Citrate cycle (TCA cycle)	ko00020	K00172	pyruvate ferredoxin oxidoreductase gamma subunit [EC:1.2.7.1]
Citrate cycle (TCA cycle)	ko00020	K00171	pyruvate ferredoxin oxidoreductase delta subunit [EC:1.2.7.1]
Citrate cycle (TCA cycle)	ko00020	K03737	pyruvate-ferredoxin/flavodoxin oxidoreductase [EC:1.2.7.- 1.2.7.1]
Pentose phosphate pathway	ko00030	K01810	glucose-6-phosphate isomerase [EC:5.3.1.9]
Pentose phosphate pathway	ko00030	K06859	glucose-6-phosphate isomerase, archaeal [EC:5.3.1.9]
Pentose phosphate pathway	ko00030	K13810	transaldolase / glucose-6-phosphate isomerase [EC:5.3.1.92.2.1.2]
Pentose phosphate pathway	ko00030	K15916	glucose/mannose-6-phosphate isomerase [EC:5.3.1.8 5.3.1.9]
Pentose phosphate pathway	ko00030	K00036	glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.3631.1.1.49]
Pentose phosphate pathway	ko00030	K19243	NAD+ dependent glucose-6-phosphate dehydrogenase [EC:1.1.1.388]
Pentose phosphate pathway	ko00030	K01057	6-phosphogluconolactonase [EC:3.1.1.31]
Pentose phosphate pathway	ko00030	K07404	6-phosphogluconolactonase [EC:3.1.1.31]
Pentose phosphate pathway	ko00030	K13937	hexose-6-phosphate dehydrogenase [EC:3.1.1.31 1.1.1.47]
Pentose phosphate pathway	ko00030	K00033	6-phosphogluconate dehydrogenase [EC:1.1.1.343 1.1.1.44]
Pentose phosphate pathway	ko00030	K01783	ribulose-phosphate 3-epimerase [EC:5.1.3.1]
Pentose phosphate pathway	ko00030	K00615	transketolase [EC:2.2.1.1]
Pentose phosphate pathway	ko00030	K00616	transaldolase [EC:2.2.1.2]
Pentose phosphate pathway	ko00030	K01807	ribose 5-phosphate isomerase A [EC:5.3.1.6]
Pentose phosphate pathway	ko00030	K01808	ribose 5-phosphate isomerase B [EC:5.3.1.6]
Pentose phosphate pathway	ko00030	K13812	bifunctional enzyme Fae/Hps [EC:4.1.2.43 4.2.1.147]
Pentose phosphate pathway	ko00030	K08093	3-hexulose-6-phosphate synthase [EC:4.1.2.43]
Pentose phosphate pathway	ko00030	K08094	6-phospho-3-hexuloisomerase [EC:5.3.1.27]
Pentose phosphate pathway	ko00030	K13831	3-hexulose-6-phosphate synthase / 6-phospho-3-hexuloisomerase [EC:5.3.1.27 4.1.2.43]
Pentose phosphate pathway	ko00030	K01621	xylulose-5-phosphate/fructose-6-phosphate phosphoketolase [EC:4.1.2.22 4.1.2.9]
Pentose phosphate pathway	ko00030	K01619	deoxyribose-phosphate aldolase [EC:4.1.2.4]
Pentose phosphate pathway	ko00030	K00852	ribokinase [EC:2.7.1.15]
Pentose phosphate pathway	ko00030	K01839	phosphopentomutase [EC:5.4.2.7]
Pentose phosphate pathway	ko00030	K22199	phosphopentomutase [EC:5.4.2.7]
Pentose phosphate pathway	ko00030	K01835	phosphoglucomutase [EC:5.4.2.2]
Pentose phosphate pathway	ko00030	K15778	phosphomannomutase / phosphoglucomutase [EC:5.4.2.25.4.2.8]
Pentose phosphate pathway	ko00030	K15779	phosphoglucomutase / phosphopentomutase [EC:5.4.2.75.4.2.2]
Pentose phosphate pathway	ko00030	K05774	ribose 1,5-bisphosphokinase [EC:2.7.4.23]
Pentose phosphate pathway	ko00030	K00948	ribose-phosphate pyrophosphokinase [EC:2.7.6.1]
Pentose phosphate pathway	ko00030	K01690	phosphogluconate dehydratase [EC:4.2.1.12]
Pentose phosphate pathway	ko00030	K01625	2-dehydro-3-deoxyphosphogluconate aldolase / (4S)-4-hydroxy-2-oxoglutarate aldolase [EC:4.1.3.42 4.1.2.14]
Pentose phosphate pathway	ko00030	K17463	2-dehydro-3-deoxy-phosphogluconate aldolase [EC:4.1.2.14]
Pentose phosphate pathway	ko00030	K11395	2-dehydro-3-deoxy-phosphogluconate/2-dehydro-3-deoxy-6-phosphogalactonate aldolase [EC:4.1.2.55]
Pentose phosphate pathway	ko00030	K00131	glyceraldehyde-3-phosphate dehydrogenase (NADP+) [EC:1.2.1.9]
Pentose phosphate pathway	ko00030	K18978	glyceraldehyde-3-phosphate dehydrogenase [NAD(P)+] [EC:1.2.1.90]
Pentose phosphate pathway	ko00030	K00034	glucose 1-dehydrogenase [EC:1.1.1.47]
Pentose phosphate pathway	ko00030	K22969	glucose 1-dehydrogenase [EC:1.1.1.47]
Pentose phosphate pathway	ko00030	K21840	hexose oxidase [EC:1.1.3.5]
Pentose phosphate pathway	ko00030	K18124	glucose/galactose 1-dehydrogenase (NADP+) [EC:1.1.1.360]
Pentose phosphate pathway	ko00030	K18125	aldose 1-dehydrogenase [NAD(P)+] [EC:1.1.1.359]
Pentose phosphate pathway	ko00030	K00115	glucose 1-dehydrogenase (FAD, quinone) [EC:1.1.5.9]
Pentose phosphate pathway	ko00030	K19813	glucose dehydrogenase [EC:1.1.5.9]
Pentose phosphate pathway	ko00030	K00117	quinoprotein glucose dehydrogenase [EC:1.1.5.2]
Pentose phosphate pathway	ko00030	K01053	gluconolactonase [EC:3.1.1.17]
Pentose phosphate pathway	ko00030	K06151	gluconate 2-dehydrogenase alpha chain [EC:1.1.99.3]
Pentose phosphate pathway	ko00030	K06152	gluconate 2-dehydrogenase gamma chain [EC:1.1.99.3]
Pentose phosphate pathway	ko00030	K00090	glyoxylate/hydroxypyruvate/2-ketogluconate reductase [EC:1.1.1.215 1.1.1.81 1.1.1.79]
Pentose phosphate pathway	ko00030	K22229	2-ketogluconate reductase [EC:1.1.1.215]
Pentose phosphate pathway	ko00030	K11441	dehydrogluconokinase [EC:2.7.1.13]
Pentose phosphate pathway	ko00030	K00032	phosphogluconate 2-dehydrogenase [EC:1.1.1.43]
Pentose phosphate pathway	ko00030	K00851	gluconokinase [EC:2.7.1.12]
Pentose phosphate pathway	ko00030	K05308	gluconate/galactonate dehydratase [EC:4.2.1.140]
Pentose phosphate pathway	ko00030	K00874	2-dehydro-3-deoxygluconokinase [EC:2.7.1.45]
Pentose phosphate pathway	ko00030	K18126	2-dehydro-3-deoxygluconokinase / 2-dehydro-3-deoxygalactonokinase [EC:2.7.1.178]
Pentose phosphate pathway	ko00030	K18127	2-dehydro-3-deoxy-D-gluconate aldolase [EC:4.1.2.51]
Pentose phosphate pathway	ko00030	K03738	aldehyde:ferredoxin oxidoreductase [EC:1.2.7.5]
Pentose phosphate pathway	ko00030	K18020	glyceraldehyde dehydrogenase large subunit [EC:1.2.99.8]
Pentose phosphate pathway	ko00030	K18021	glyceraldehyde dehydrogenase medium subunit [EC:1.2.99.8]
Pentose phosphate pathway	ko00030	K18022	glyceraldehyde dehydrogenase small subunit [EC:1.2.99.8]
Pentose phosphate pathway	ko00030	K18128	D-glyceraldehyde dehydrogenase (NADP+) [EC:1.2.1.89]
Pentose phosphate pathway	ko00030	K11529	glycerate 2-kinase [EC:2.7.1.165]
Pentose phosphate pathway	ko00030	K22345	glucosaminate ammonia-lyase [EC:4.3.1.9]
Pentose phosphate pathway	ko00030	K17464	PTS system, D-glucosaminate-specific IIA component [EC:2.7.1.203]
Pentose phosphate pathway	ko00030	K17465	PTS system, D-glucosaminate-specific IIB component [EC:2.7.1.203]
Pentose phosphate pathway	ko00030	K17466	PTS system, D-glucosaminate-specific IIC component
Pentose phosphate pathway	ko00030	K17467	PTS system, D-glucosaminate-specific IID component
Pentose phosphate pathway	ko00030	K17468	D-glucosaminate-6-phosphate ammonia-lyase [EC:4.3.1.29]
Pentose phosphate pathway	ko00030	K01623	fructose-bisphosphate aldolase, class I [EC:4.1.2.13]
Pentose phosphate pathway	ko00030	K11645	fructose-bisphosphate aldolase, class I [EC:4.1.2.13]
Pentose phosphate pathway	ko00030	K01624	fructose-bisphosphate aldolase, class II [EC:4.1.2.13]
Pentose phosphate pathway	ko00030	K01622	fructose 1,6-bisphosphate aldolase/phosphatase [EC:3.1.3.11 4.1.2.13]
Pentose phosphate pathway	ko00030	K16305	fructose-bisphosphate aldolase / 6-deoxy-5-ketofructose 1-phosphate synthase [EC:2.2.1.11 4.1.2.13]
Pentose phosphate pathway	ko00030	K16306	fructose-bisphosphate aldolase / 2-amino-3,7-dideoxy-D-threo-hept-6-ulosonate synthase [EC:2.2.1.10 4.1.2.13]
