Database	Min_Supp	Combination	Single_Pops_Dropped	Taxon	Tax_Level
nt	0.07	Alouatta:Gorilla:Homo	TRUE	Aggregatibacter	genus
nt	0.07	Alouatta:Gorilla:Homo	TRUE	Eikenella	genus
nt	0.07	Alouatta:Gorilla:Homo	TRUE	Neisseria	genus
nt	0.07	Gorilla:Pan:Homo	TRUE	Fretibacterium	genus
nt	0.07	Gorilla:Pan:Homo	TRUE	Olsenella	genus
nt	0.07	Gorilla:Pan:Homo	TRUE	Tannerella	genus
nt	0.07	Alouatta:Gorilla	TRUE	Kocuria	genus
nt	0.07	Alouatta:Gorilla	TRUE	Rothia	genus
nt	0.07	Alouatta:Gorilla:Pan	TRUE	Propionibacterium	genus
nt	0.07	Alouatta:Gorilla:Pan	TRUE	Tessaracoccus	genus
nt	0.07	Alouatta:Pan:Homo	TRUE	Capnocytophaga	genus
nt	0.07	Alouatta:Homo	TRUE	Leptotrichia	genus
nt	0.07	Gorilla	TRUE	Acidipropionibacterium	genus
nt	0.07	Gorilla:Pan	TRUE	Bifidobacterium	genus
nt	0.07	Homo	TRUE	Veillonella	genus
nt	0.07	Pan	TRUE	Amycolatopsis	genus
nt	0.07	Pan	TRUE	Atopobium	genus
nt	0.07	Pan	TRUE	Bacteroides	genus
nt	0.07	Pan	TRUE	Candidatus_Methanomethylophilus	genus
nt	0.07	Pan	TRUE	Clostridium	genus
nt	0.07	Pan	TRUE	Cryptobacterium	genus
nt	0.07	Pan	TRUE	Denitrobacterium	genus
nt	0.07	Pan	TRUE	Desulfobulbus	genus
nt	0.07	Pan	TRUE	Desulfovibrio	genus
nt	0.07	Pan	TRUE	Eggerthella	genus
nt	0.07	Pan	TRUE	Filifactor	genus
nt	0.07	Pan	TRUE	Gemella	genus
nt	0.07	Pan	TRUE	Gordonibacter	genus
nt	0.07	Pan	TRUE	Lawsonella	genus
nt	0.07	Pan	TRUE	Murdochiella	genus
nt	0.07	Pan	TRUE	Petrimonas	genus
nt	0.07	Pan	TRUE	Pyramidobacter	genus
nt	0.07	Pan	TRUE	Slackia	genus
nt	0.07	Alouatta	TRUE	Actinobacillus	genus
nt	0.07	Alouatta	TRUE	Actinoplanes	genus
nt	0.07	Alouatta	TRUE	Basfia	genus
nt	0.07	Alouatta	TRUE	Bordetella	genus
nt	0.07	Alouatta	TRUE	Brachybacterium	genus
nt	0.07	Alouatta	TRUE	Enterococcus	genus
nt	0.07	Alouatta	TRUE	Haemophilus	genus
nt	0.07	Alouatta	TRUE	Kingella	genus
nt	0.07	Alouatta	TRUE	Lactobacillus	genus
nt	0.07	Alouatta	TRUE	Mannheimia	genus
nt	0.07	Alouatta	TRUE	Micromonospora	genus
nt	0.07	Alouatta	TRUE	Pasteurella	genus
nt	0.07	Alouatta:Gorilla:Pan:Homo	TRUE	Actinomyces	genus
nt	0.07	Alouatta:Gorilla:Pan:Homo	TRUE	Campylobacter	genus
nt	0.07	Alouatta:Gorilla:Pan:Homo	TRUE	Corynebacterium	genus
nt	0.07	Alouatta:Gorilla:Pan:Homo	TRUE	Fusobacterium	genus
nt	0.07	Alouatta:Gorilla:Pan:Homo	TRUE	Mycobacterium	genus
nt	0.07	Alouatta:Gorilla:Pan:Homo	TRUE	Ottowia	genus
nt	0.07	Alouatta:Gorilla:Pan:Homo	TRUE	Prevotella	genus
nt	0.07	Alouatta:Gorilla:Pan:Homo	TRUE	Pseudopropionibacterium	genus
nt	0.07	Alouatta:Gorilla:Pan:Homo	TRUE	Selenomonas	genus
nt	0.07	Alouatta:Gorilla:Pan:Homo	TRUE	Streptococcus	genus
nt	0.07	Pan:Homo	TRUE	Desulfomicrobium	genus
nt	0.07	Pan:Homo	TRUE	Mogibacterium	genus
nt	0.07	Pan:Homo	TRUE	Parvimonas	genus
nt	0.07	Pan:Homo	TRUE	Porphyromonas	genus
nt	0.07	Pan:Homo	TRUE	Treponema	genus
nt	0.07	Alouatta:Gorilla:Homo	TRUE	Aggregatibacter	genus
nt	0.07	Alouatta:Gorilla:Homo	TRUE	Eikenella	genus
nt	0.07	Alouatta:Gorilla:Homo	TRUE	Neisseria	genus
nt	0.07	Gorilla:Pan:Homo	TRUE	Fretibacterium	genus
nt	0.07	Gorilla:Pan:Homo	TRUE	Olsenella	genus
nt	0.07	Gorilla:Pan:Homo	TRUE	Tannerella	genus
nt	0.07	Alouatta:Gorilla	TRUE	Kocuria	genus
nt	0.07	Alouatta:Gorilla	TRUE	Rothia	genus
nt	0.07	Alouatta:Gorilla:Pan	TRUE	Propionibacterium	genus
nt	0.07	Alouatta:Gorilla:Pan	TRUE	Tessaracoccus	genus
nt	0.07	Alouatta:Pan:Homo	TRUE	Capnocytophaga	genus
nt	0.07	Alouatta:Homo	TRUE	Leptotrichia	genus
nt	0.07	Gorilla	TRUE	Acidipropionibacterium	genus
nt	0.07	Gorilla:Pan	TRUE	Bifidobacterium	genus
nt	0.07	Homo	TRUE	Veillonella	genus
