Sample number,Sample Name,# reads after C&M prior mapping,# mapped reads prior RMDup,# of Duplicates removed,Mapped Reads after RMDup,Endogenous DNA (%),Cluster Factor,Mean Coverage,std. dev. Coverage,Coverage >= 1X in %,Coverage >= 2X in %,Coverage >= 3X in %,Coverage >= 4X in %,Coverage >= 5X in %,DMG 1st Base 3',DMG 2nd Base 3',DMG 1st Base 5',DMG 2nd Base 5',average fragment length,median fragment length,GC content in %
Sample 1/29,DJA002,343788,343788,43624,300164,100.000,1.145,0.046,1.0874,0.82,0.53,0.42,0.35,0.31,0.0304,0.0263,0.0298,0.0279,40.61,37.0,52.2
Sample 2/29,EBO003,148705,148705,25286,123419,100.000,1.205,0.0191,0.8643,0.56,0.32,0.21,0.15,0.11,0.0292,0.0266,0.0265,0.028,40.96,37.0,53.16
Sample 3/29,ECO002,87155,87155,13485,73670,100.000,1.183,0.0105,0.5742,0.6,0.14,0.05,0.02,0.01,0.0536,0.0326,0.0588,0.0326,37.81,35.0,49.98
Sample 4/29,ECO004,121904,121904,23208,98696,100.000,1.235,0.0141,0.5229,0.84,0.25,0.08,0.03,0.01,0.0579,0.0317,0.0624,0.0333,37.97,35.0,46.65
Sample 5/29,EMN001,209316,209316,37662,171654,100.000,1.219,0.0327,2.078,1.1,0.58,0.32,0.18,0.1,0.0379,0.0282,0.0376,0.0272,50.44,44.0,51.88
Sample 6/29,FUM002,45186,45186,9136,36050,100.000,1.253,0.0055,0.6823,0.17,0.04,0.02,0.01,0.01,0.0346,0.0249,0.0415,0.0241,40.31,36.0,55.78
Sample 7/29,GOY005,1465736,1465736,423985,1041751,100.000,1.407,0.1537,3.5756,1.95,1.49,1.27,1.11,0.98,0.038,0.0308,0.0371,0.0322,39.09,36.0,51.18
Sample 8/29,JAE008,365750,365750,14057,351693,100.000,1.040,0.1033,1.5003,1.95,1.34,1.07,0.89,0.75,0.0266,0.027,0.0285,0.0267,77.78,76.0,48.25
Sample 9/29,JAE014,174929,174929,9204,165725,100.000,1.056,0.0481,1.2752,1.5,0.88,0.59,0.41,0.29,0.0348,0.0329,0.0381,0.033,76.88,76.0,49.09
Sample 10/29,KNP001,231554,231554,34110,197444,100.000,1.173,0.0377,2.0988,0.66,0.38,0.27,0.22,0.18,0.0226,0.0228,0.0195,0.0226,50.58,45.0,52.93
