879243@Porphyromonas asaccharolytica DSM 20707@strain|host|culture_collection|isolation_source|collected_by@DSM 20707|Homo sapiens|DSM:20707|empyema|S. Finegold
1122971@Porphyromonas bennonis DSM 23058 = JCM 16335@strain|culture_collection|old_name|country@DSM 23058|DSM:23058|Porphyromonas bennonis DSM 23058|USA
1122971@Porphyromonas bennonis DSM 23058 = JCM 16335@old_name|strain|culture_collection@Porphyromonas bennonis DSM 23058|DSM 23058|DSM:23058
1236520@Porphyromonas cangingivalis JCM 15983@strain|note@JCM 15983|contig: JCM15983.contig00048
1236520@Porphyromonas cangingivalis JCM 15983@strain|note@JCM 15983|contig: JCM15983.contig00047
1236520@Porphyromonas cangingivalis JCM 15983@strain|note@JCM 15983|contig: JCM15983.contig00046
1236520@Porphyromonas cangingivalis JCM 15983@strain|note@JCM 15983|contig: JCM15983.contig00045
1236520@Porphyromonas cangingivalis JCM 15983@strain|note@JCM 15983|contig: JCM15983.contig00044
1236520@Porphyromonas cangingivalis JCM 15983@strain|note@JCM 15983|contig: JCM15983.contig00043
1236520@Porphyromonas cangingivalis JCM 15983@strain|note@JCM 15983|contig: JCM15983.contig00042
1236520@Porphyromonas cangingivalis JCM 15983@strain|note@JCM 15983|contig: JCM15983.contig00041
1236520@Porphyromonas cangingivalis JCM 15983@strain|note@JCM 15983|contig: JCM15983.contig00040
1236520@Porphyromonas cangingivalis JCM 15983@strain|note@JCM 15983|contig: JCM15983.contig00039
1236520@Porphyromonas cangingivalis JCM 15983@strain|note@JCM 15983|contig: JCM15983.contig00038
1236520@Porphyromonas cangingivalis JCM 15983@strain|note@JCM 15983|contig: JCM15983.contig00037
1236520@Porphyromonas cangingivalis JCM 15983@strain|note@JCM 15983|contig: JCM15983.contig00036
1236520@Porphyromonas cangingivalis JCM 15983@strain|note@JCM 15983|contig: JCM15983.contig00035
1236520@Porphyromonas cangingivalis JCM 15983@strain|note@JCM 15983|contig: JCM15983.contig00034
1236520@Porphyromonas cangingivalis JCM 15983@strain|note@JCM 15983|contig: JCM15983.contig00033
1236520@Porphyromonas cangingivalis JCM 15983@strain|note@JCM 15983|contig: JCM15983.contig00032
1236520@Porphyromonas cangingivalis JCM 15983@strain|note@JCM 15983|contig: JCM15983.contig00031
1236520@Porphyromonas cangingivalis JCM 15983@strain|note@JCM 15983|contig: JCM15983.contig00030
1236520@Porphyromonas cangingivalis JCM 15983@strain|note@JCM 15983|contig: JCM15983.contig00029
1236520@Porphyromonas cangingivalis JCM 15983@strain|note@JCM 15983|contig: JCM15983.contig00028
1236520@Porphyromonas cangingivalis JCM 15983@strain|note@JCM 15983|contig: JCM15983.contig00027
1236520@Porphyromonas cangingivalis JCM 15983@strain|note@JCM 15983|contig: JCM15983.contig00026
1236520@Porphyromonas cangingivalis JCM 15983@strain|note@JCM 15983|contig: JCM15983.contig00025
1236520@Porphyromonas cangingivalis JCM 15983@strain|note@JCM 15983|contig: JCM15983.contig00024
1236520@Porphyromonas cangingivalis JCM 15983@strain|note@JCM 15983|contig: JCM15983.contig00023
1236520@Porphyromonas cangingivalis JCM 15983@strain|note@JCM 15983|contig: JCM15983.contig00022
1236520@Porphyromonas cangingivalis JCM 15983@strain|note@JCM 15983|contig: JCM15983.contig00021
1236520@Porphyromonas cangingivalis JCM 15983@strain|note@JCM 15983|contig: JCM15983.contig00020
1236520@Porphyromonas cangingivalis JCM 15983@strain|note@JCM 15983|contig: JCM15983.contig00019
1236520@Porphyromonas cangingivalis JCM 15983@strain|note@JCM 15983|contig: JCM15983.contig00018
1236520@Porphyromonas cangingivalis JCM 15983@strain|note@JCM 15983|contig: JCM15983.contig00017
1236520@Porphyromonas cangingivalis JCM 15983@strain|note@JCM 15983|contig: JCM15983.contig00016
1236520@Porphyromonas cangingivalis JCM 15983@strain|note@JCM 15983|contig: JCM15983.contig00015
1236520@Porphyromonas cangingivalis JCM 15983@strain|note@JCM 15983|contig: JCM15983.contig00014
1236520@Porphyromonas cangingivalis JCM 15983@strain|note@JCM 15983|contig: JCM15983.contig00013
1236520@Porphyromonas cangingivalis JCM 15983@strain|note@JCM 15983|contig: JCM15983.contig00012
1236520@Porphyromonas cangingivalis JCM 15983@strain|note@JCM 15983|contig: JCM15983.contig00011
1236520@Porphyromonas cangingivalis JCM 15983@strain|note@JCM 15983|contig: JCM15983.contig00010
1236520@Porphyromonas cangingivalis JCM 15983@strain|note@JCM 15983|contig: JCM15983.contig00009
1236520@Porphyromonas cangingivalis JCM 15983@strain|note@JCM 15983|contig: JCM15983.contig00008
1236520@Porphyromonas cangingivalis JCM 15983@strain|note@JCM 15983|contig: JCM15983.contig00007
1236520@Porphyromonas cangingivalis JCM 15983@strain|note@JCM 15983|contig: JCM15983.contig00006
1236520@Porphyromonas cangingivalis JCM 15983@strain|note@JCM 15983|contig: JCM15983.contig00005
1236520@Porphyromonas cangingivalis JCM 15983@strain|note@JCM 15983|contig: JCM15983.contig00004
1236520@Porphyromonas cangingivalis JCM 15983@strain|note@JCM 15983|contig: JCM15983.contig00003
1236520@Porphyromonas cangingivalis JCM 15983@strain|note@JCM 15983|contig: JCM15983.contig00002
1236520@Porphyromonas cangingivalis JCM 15983@strain|note@JCM 15983|contig: JCM15983.contig00001
1236520@Porphyromonas cangingivalis JCM 15983@strain@JCM 15983
1236520@Porphyromonas cangingivalis JCM 15983@strain|note@JCM 15983|contig: JCM15983.contig00001
1236520@Porphyromonas cangingivalis JCM 15983@strain|note@JCM 15983|contig: JCM15983.contig00002
1236520@Porphyromonas cangingivalis JCM 15983@strain|note@JCM 15983|contig: JCM15983.contig00003
1236520@Porphyromonas cangingivalis JCM 15983@strain|note@JCM 15983|contig: JCM15983.contig00004
1236520@Porphyromonas cangingivalis JCM 15983@strain|note@JCM 15983|contig: JCM15983.contig00005
1236520@Porphyromonas cangingivalis JCM 15983@strain|note@JCM 15983|contig: JCM15983.contig00006
1236520@Porphyromonas cangingivalis JCM 15983@strain|note@JCM 15983|contig: JCM15983.contig00007
1236520@Porphyromonas cangingivalis JCM 15983@strain|note@JCM 15983|contig: JCM15983.contig00008
1236520@Porphyromonas cangingivalis JCM 15983@strain|note@JCM 15983|contig: JCM15983.contig00009
1236520@Porphyromonas cangingivalis JCM 15983@strain|note@JCM 15983|contig: JCM15983.contig00010
1236520@Porphyromonas cangingivalis JCM 15983@strain|note@JCM 15983|contig: JCM15983.contig00011
1236520@Porphyromonas cangingivalis JCM 15983@strain|note@JCM 15983|contig: JCM15983.contig00012
1236520@Porphyromonas cangingivalis JCM 15983@strain|note@JCM 15983|contig: JCM15983.contig00013
1236520@Porphyromonas cangingivalis JCM 15983@strain|note@JCM 15983|contig: JCM15983.contig00014
1236520@Porphyromonas cangingivalis JCM 15983@strain|note@JCM 15983|contig: JCM15983.contig00015
1236520@Porphyromonas cangingivalis JCM 15983@strain|note@JCM 15983|contig: JCM15983.contig00016
1236520@Porphyromonas cangingivalis JCM 15983@strain|note@JCM 15983|contig: JCM15983.contig00017
1236520@Porphyromonas cangingivalis JCM 15983@strain|note@JCM 15983|contig: JCM15983.contig00018
1236520@Porphyromonas cangingivalis JCM 15983@strain|note@JCM 15983|contig: JCM15983.contig00019
1236520@Porphyromonas cangingivalis JCM 15983@strain|note@JCM 15983|contig: JCM15983.contig00020
1236520@Porphyromonas cangingivalis JCM 15983@strain|note@JCM 15983|contig: JCM15983.contig00021
1236520@Porphyromonas cangingivalis JCM 15983@strain|note@JCM 15983|contig: JCM15983.contig00022
1236520@Porphyromonas cangingivalis JCM 15983@strain|note@JCM 15983|contig: JCM15983.contig00023
1236520@Porphyromonas cangingivalis JCM 15983@strain|note@JCM 15983|contig: JCM15983.contig00024
1236520@Porphyromonas cangingivalis JCM 15983@strain|note@JCM 15983|contig: JCM15983.contig00025
1236520@Porphyromonas cangingivalis JCM 15983@strain|note@JCM 15983|contig: JCM15983.contig00026
1236520@Porphyromonas cangingivalis JCM 15983@strain|note@JCM 15983|contig: JCM15983.contig00027
1236520@Porphyromonas cangingivalis JCM 15983@strain|note@JCM 15983|contig: JCM15983.contig00028
1236520@Porphyromonas cangingivalis JCM 15983@strain|note@JCM 15983|contig: JCM15983.contig00029
1236520@Porphyromonas cangingivalis JCM 15983@strain|note@JCM 15983|contig: JCM15983.contig00030
1236520@Porphyromonas cangingivalis JCM 15983@strain|note@JCM 15983|contig: JCM15983.contig00031
1236520@Porphyromonas cangingivalis JCM 15983@strain|note@JCM 15983|contig: JCM15983.contig00032
1236520@Porphyromonas cangingivalis JCM 15983@strain|note@JCM 15983|contig: JCM15983.contig00033
1236520@Porphyromonas cangingivalis JCM 15983@strain|note@JCM 15983|contig: JCM15983.contig00034
1236520@Porphyromonas cangingivalis JCM 15983@strain|note@JCM 15983|contig: JCM15983.contig00035
1236520@Porphyromonas cangingivalis JCM 15983@strain|note@JCM 15983|contig: JCM15983.contig00036
1236520@Porphyromonas cangingivalis JCM 15983@strain|note@JCM 15983|contig: JCM15983.contig00037
1236520@Porphyromonas cangingivalis JCM 15983@strain|note@JCM 15983|contig: JCM15983.contig00038
1236520@Porphyromonas cangingivalis JCM 15983@strain|note@JCM 15983|contig: JCM15983.contig00039
1236520@Porphyromonas cangingivalis JCM 15983@strain|note@JCM 15983|contig: JCM15983.contig00040
1236520@Porphyromonas cangingivalis JCM 15983@strain|note@JCM 15983|contig: JCM15983.contig00041
