Genus	Sum	Percent	Protein	Host_Genus
[Clostridium]	9	0.126582278481013	pc1p1nomod	Homo
[Eubacterium]	4	0.0562587904360056	pc1p1nomod	Homo
Anaerostipes	2	0.0281293952180028	pc1p1nomod	Homo
Bifidobacterium	2	0.0281293952180028	pc1p1nomod	Homo
Blautia	3	0.0421940928270042	pc1p1nomod	Homo
Catonella	2984	41.9690576652602	pc1p1nomod	Homo
Clostridioides	38	0.534458509142053	pc1p1nomod	Homo
Clostridium	6	0.0843881856540084	pc1p1nomod	Homo
Corynebacterium	1	0.0140646976090014	pc1p1nomod	Homo
Denitrovibrio	2	0.0281293952180028	pc1p1nomod	Homo
Desulfitobacterium	12	0.168776371308017	pc1p1nomod	Homo
Desulfofarcimen	1	0.0140646976090014	pc1p1nomod	Homo
Filifactor	1004	14.1209563994374	pc1p1nomod	Homo
Firmicutes	1	0.0140646976090014	pc1p1nomod	Homo
Fournierella	2	0.0281293952180028	pc1p1nomod	Homo
Lactobacillus	15	0.210970464135021	pc1p1nomod	Homo
Mageeibacillus	3	0.0421940928270042	pc1p1nomod	Homo
Mycobacterium	2	0.0281293952180028	pc1p1nomod	Homo
Olsenella	3	0.0421940928270042	pc1p1nomod	Homo
Oribacterium	16	0.225035161744022	pc1p1nomod	Homo
Parvimonas	2	0.0281293952180028	pc1p1nomod	Homo
Peptoniphilus	5	0.070323488045007	pc1p1nomod	Homo
Peptostreptococcaceae	3	0.0421940928270042	pc1p1nomod	Homo
Roseburia	5	0.070323488045007	pc1p1nomod	Homo
Selenomonas	66	0.928270042194093	pc1p1nomod	Homo
Shuttleworthia	4	0.0562587904360056	pc1p1nomod	Homo
Slackia	1246	17.5246132208158	pc1p1nomod	Homo
Streptococcus	41	0.576652601969058	pc1p1nomod	Homo
Treponema	1628	22.8973277074543	pc1p1nomod	Homo
Total	7110	100	pc1p1nomod	Homo
[Clostridium]	16	0.081276033729554	pc1p1nomod	Pan
[Eubacterium]	1635	8.3053946967388	pc1p1nomod	Pan
Acetobacterium	1	0.00507975210809712	pc1p1nomod	Pan
Actinomyces	69	0.350502895458702	pc1p1nomod	Pan
Anaerococcus	14	0.0711165295133598	pc1p1nomod	Pan
Anaerolineaceae	6	0.0304785126485827	pc1p1nomod	Pan
Anaerostipes	1	0.00507975210809712	pc1p1nomod	Pan
Angelakisella	10	0.0507975210809712	pc1p1nomod	Pan
Atopobium	2	0.0101595042161942	pc1p1nomod	Pan
Bifidobacterium	9	0.0457177689728741	pc1p1nomod	Pan
Blautia	14	0.0711165295133598	pc1p1nomod	Pan
Catonella	2042	10.3728538047343	pc1p1nomod	Pan
Clostridiales	4	0.0203190084323885	pc1p1nomod	Pan
Clostridium	8	0.040638016864777	pc1p1nomod	Pan
Coriobacteriaceae	2	0.0101595042161942	pc1p1nomod	Pan
Coriobacteriales	1	0.00507975210809712	pc1p1nomod	Pan
Desulfarculus	1	0.00507975210809712	pc1p1nomod	Pan
Desulfitobacterium	4	0.0203190084323885	pc1p1nomod	Pan
Eggerthella	3	0.0152392563242914	pc1p1nomod	Pan
Eggerthia	46	0.233668596972468	pc1p1nomod	Pan
Enterococcus	2	0.0101595042161942	pc1p1nomod	Pan
Erysipelotrichaceae	3	0.0152392563242914	pc1p1nomod	Pan
Eubacterium	2	0.0101595042161942	pc1p1nomod	Pan
Filifactor	803	4.07904094280199	pc1p1nomod	Pan
Fournierella	1	0.00507975210809712	pc1p1nomod	Pan
Fusobacterium	3	0.0152392563242914	pc1p1nomod	Pan
Gemella	8	0.040638016864777	pc1p1nomod	Pan
Gordonibacter	1	0.00507975210809712	pc1p1nomod	Pan
Intestinimonas	4	0.0203190084323885	pc1p1nomod	Pan
Johnsonella	24	0.121914050594331	pc1p1nomod	Pan
Lachnoanaerobaculum	178	0.904195875241288	pc1p1nomod	Pan
Lachnospiraceae	153	0.77720207253886	pc1p1nomod	Pan
Lawsonella	1	0.00507975210809712	pc1p1nomod	Pan
Mageeibacillus	5	0.0253987605404856	pc1p1nomod	Pan
Mogibacterium	19	0.0965152900538454	pc1p1nomod	Pan
Ndongobacter	7	0.0355582647566799	pc1p1nomod	Pan
Olsenella	2640	13.4105455653764	pc1p1nomod	Pan
Oribacterium	310	1.57472315351011	pc1p1nomod	Pan
Parvimonas	1	0.00507975210809712	pc1p1nomod	Pan
Peptoanaerobacter	861	4.37366656507162	pc1p1nomod	Pan
Peptoniphilus	304	1.54424464086153	pc1p1nomod	Pan
Peptostreptococcaceae	750	3.80981408107284	pc1p1nomod	Pan
Peptostreptococcus	4	0.0203190084323885	pc1p1nomod	Pan
Pseudonocardia	1	0.00507975210809712	pc1p1nomod	Pan
Pseudoramibacter	216	1.09722645534898	pc1p1nomod	Pan
Roseburia	1	0.00507975210809712	pc1p1nomod	Pan
Schaalia	10	0.0507975210809712	pc1p1nomod	Pan
Selenomonas	15	0.0761962816214569	pc1p1nomod	Pan
Shuttleworthia	998	5.06959260388093	pc1p1nomod	Pan
Slackia	7420	37.6917606420807	pc1p1nomod	Pan
Stomatobaculum	17	0.0863557858376511	pc1p1nomod	Pan
Streptococcus	146	0.74164380778218	pc1p1nomod	Pan
Thioalkalivibrio	1	0.00507975210809712	pc1p1nomod	Pan
Tissierellia	8	0.040638016864777	pc1p1nomod	Pan
Treponema	831	4.22127400182871	pc1p1nomod	Pan
Trueperella	25	0.126993802702428	pc1p1nomod	Pan
Tyzzerella	23	0.116834298486234	pc1p1nomod	Pan
Urinacoccus	1	0.00507975210809712	pc1p1nomod	Pan
Veillonellaceae	1	0.00507975210809712	pc1p1nomod	Pan
Total	19686	100	pc1p1nomod	Pan
[Clostridium]	2	0.0255297421496043	pc1p1nomod	Gorilla
[Eubacterium]	68	0.868011233086546	pc1p1nomod	Gorilla
Actinobaculum	3	0.0382946132244064	pc1p1nomod	Gorilla
Actinomyces	45	0.574419198366097	pc1p1nomod	Gorilla
Anaerococcus	1	0.0127648710748021	pc1p1nomod	Gorilla
Angelakisella	4	0.0510594842992086	pc1p1nomod	Gorilla
Blautia	10	0.127648710748021	pc1p1nomod	Gorilla
Catonella	120	1.53178452897626	pc1p1nomod	Gorilla
Clostridiales	2	0.0255297421496043	pc1p1nomod	Gorilla
Clostridioides	1	0.0127648710748021	pc1p1nomod	Gorilla
Corynebacterium	2	0.0255297421496043	pc1p1nomod	Gorilla
Desulfitobacterium	1	0.0127648710748021	pc1p1nomod	Gorilla
Eggerthella	5	0.0638243553740107	pc1p1nomod	Gorilla
Eggerthia	9	0.114883839673219	pc1p1nomod	Gorilla
Enterococcus	2	0.0255297421496043	pc1p1nomod	Gorilla
Erysipelotrichaceae	1	0.0127648710748021	pc1p1nomod	Gorilla
Filifactor	12	0.153178452897626	pc1p1nomod	Gorilla
Fournierella	6	0.0765892264488129	pc1p1nomod	Gorilla
Gordonibacter	1	0.0127648710748021	pc1p1nomod	Gorilla
Intestinimonas	2	0.0255297421496043	pc1p1nomod	Gorilla
Johnsonella	4	0.0510594842992086	pc1p1nomod	Gorilla
Lachnoanaerobaculum	2	0.0255297421496043	pc1p1nomod	Gorilla
Lachnospiraceae	5	0.0638243553740107	pc1p1nomod	Gorilla
Mogibacterium	2	0.0255297421496043	pc1p1nomod	Gorilla
Olsenella	1974	25.1978555016594	pc1p1nomod	Gorilla
Oribacterium	25	0.319121776870054	pc1p1nomod	Gorilla
Paenibacillus	1	0.0127648710748021	pc1p1nomod	Gorilla
Peptoanaerobacter	13	0.165943323972428	pc1p1nomod	Gorilla
Peptoniphilus	3	0.0382946132244064	pc1p1nomod	Gorilla
Peptostreptococcaceae	11	0.140413581822824	pc1p1nomod	Gorilla
Peptostreptococcus	2	0.0255297421496043	pc1p1nomod	Gorilla
