Sample number,Sample Name,# reads after C&M prior mapping,# mapped reads prior RMDup,# of Duplicates removed,Mapped Reads after RMDup,Endogenous DNA (%),Cluster Factor,Mean Coverage,std. dev. Coverage,Coverage >= 1X in %,Coverage >= 2X in %,Coverage >= 3X in %,Coverage >= 4X in %,Coverage >= 5X in %,DMG 1st Base 3',DMG 2nd Base 3',DMG 1st Base 5',DMG 2nd Base 5',average fragment length,median fragment length,GC content in %
Sample 1/26,DJA002.A0101,65039,65039,2638,62401,100.000,1.042,0.7047,1.822,38.13,15.19,5.86,2.63,1.54,0.0769,0.0683,0.057,0.0521,38.95,36.0,65.44
Sample 2/26,EBO003.A0101,216423,216423,15943,200480,100.000,1.080,2.388,3.7781,73.52,55.54,38.07,23.87,14.04,0.1035,0.0896,0.0797,0.0701,41.09,38.0,65.35
Sample 3/26,ECO002.B0101,153804,153804,4901,148903,100.000,1.033,1.7354,2.6659,71.33,45.45,25.65,13.27,6.55,0.507,0.3032,0.4357,0.2396,40.2,37.0,63.05
Sample 4/26,ECO004.B0101,244298,244298,14484,229814,100.000,1.063,2.6207,2.6357,81.2,62.92,44.47,29.1,17.91,0.5263,0.3265,0.4575,0.2621,39.33,37.0,62.91
Sample 5/26,EMN001.A0101,268308,268308,8418,259890,100.000,1.032,3.9596,4.3033,83.64,70.41,57.78,46.05,35.67,0.3608,0.1961,0.2907,0.1455,52.55,46.0,64.42
Sample 6/26,FUM002.A0101,154864,154864,11346,143518,100.000,1.079,1.7817,3.8535,62.12,40.49,25.16,14.96,8.61,0.3991,0.2252,0.3068,0.1581,42.82,39.0,63.9
Sample 7/26,GOY005.A0101,149008,149008,4112,144896,100.000,1.028,1.6282,2.4267,63.06,40.74,24.83,14.23,7.75,0.3085,0.2137,0.2431,0.1642,38.76,36.0,64.3
Sample 8/26,JAE008.A0101,2305465,2305465,156353,2149112,100.000,1.073,51.8394,20.3991,98.68,98.4,98.18,97.98,97.81,0.0146,0.0145,0.0167,0.0144,83.2,76.0,66.25
Sample 9/26,JAE014.A0101,1710459,1710459,104178,1606281,100.000,1.065,38.5447,17.9681,96.47,95.77,95.25,94.69,94.04,0.0242,0.0231,0.0278,0.0243,82.77,76.0,66.32
Sample 10/26,KNP001.A0102,91329,91329,2000,89329,100.000,1.022,1.6776,2.5062,55.92,40.45,27.69,17.72,10.58,0.1151,0.1084,0.0861,0.0827,64.78,63.0,65.18
Sample 11/26,KNP004.A0102,280,280,7,273,100.000,1.026,0.0051,0.0763,0.48,0.02,0,0,0,0.0349,0.1,0.0515,0.0357,64.06,62.0,64.35
Sample 12/26,KNP005.A0102,3706,3706,128,3578,100.000,1.036,0.0661,0.8168,4.41,0.52,0.21,0.14,0.11,0.0746,0.0626,0.0467,0.0592,63.75,63.5,62.87
Sample 13/26,KNP009.A0102,98948,98948,2223,96725,100.000,1.023,1.8194,2.4135,57.8,42.45,30.23,20.36,12.9,0.1284,0.1133,0.0964,0.0892,64.88,64.0,65.04
Sample 14/26,MTM009.A0101,18631,18631,1403,17228,100.000,1.081,0.2205,0.8419,16.81,2.81,0.65,0.29,0.18,0.0761,0.0661,0.0541,0.0518,44.15,41.0,65.51
Sample 15/26,OAK002.A0101,308257,308257,10991,297266,100.000,1.037,3.7949,4.4499,79.2,65.08,52.87,42.32,33.4,0.297,0.2019,0.2264,0.1481,44.03,39.0,64.18
Sample 16/26,OAK005.A0101,781667,781667,19850,761817,100.000,1.026,11.2107,6.8124,91.71,89.05,86.84,84.69,82.29,0.2728,0.1899,0.2215,0.147,50.76,45.0,64.71
Sample 17/26,OFN001.A0101,161577,161577,5229,156348,100.000,1.033,2.3257,2.6706,80.04,60.01,39.67,23.23,12.31,0.188,0.1446,0.1446,0.1118,51.31,46.0,65.2
Sample 18/26,OME002.A0101,46580,46580,1384,45196,100.000,1.031,0.6682,3.5465,16.93,9.45,6.69,5.1,4.01,0.0992,0.0804,0.0691,0.0565,51.0,45.0,62.79
Sample 19/26,OME003.A0101,40911,40911,1147,39764,100.000,1.029,0.5933,3.4076,13.85,8.72,6.29,4.72,3.7,0.0819,0.079,0.0586,0.0555,51.47,46.0,62.38
Sample 20/26,OME005.A0101,39277,39277,1110,38167,100.000,1.029,0.6459,3.3048,13.06,8.44,6.29,4.99,4.08,0.0686,0.0578,0.0484,0.0374,58.37,54.0,63.51
Sample 21/26,PES001.B0101,373196,373196,42070,331126,100.000,1.127,5.4789,5.345,81.81,70.94,61.76,54.28,47.72,0.2884,0.1452,0.2421,0.1186,57.07,57.0,65.63
Sample 22/26,PLV001.A0101,85144,85144,5064,80080,100.000,1.063,1.2184,2.0566,55.48,31.77,16.93,8.22,3.69,0.2101,0.1209,0.1588,0.087,52.48,46.0,65.66
Sample 23/26,RIG001.A0101,127424,127424,21398,106026,100.000,1.202,1.3671,3.8869,61.99,32.93,15.42,6.88,3.21,0.3159,0.1976,0.2451,0.1461,44.48,40.0,63.75
Sample 24/26,TAF008.B0101,254057,254057,36621,217436,100.000,1.168,3.0546,2.678,80.86,68.34,53.33,38.39,25.61,0.4292,0.2393,0.3767,0.1858,48.46,44.0,64.71
Sample 25/26,VLC004.A0101,2071385,2071385,60494,2010891,100.000,1.030,58.0853,29.3096,97.92,96.8,95.86,95.22,94.75,0.0558,0.0456,0.0466,0.0367,99.64,90.0,65.98
Sample 26/26,VLC009.A0101,2402635,2402635,82161,2320474,100.000,1.035,78.2539,36.3486,94.45,92.26,91.42,90.98,90.58,0.0293,0.0269,0.0251,0.0227,116.32,108.0,66.33
