Combination	Taxon	Software	Tax_Level
Gorilla:Pan	Anaeroglobus_geminatus	MALT	species
Gorilla:Pan	Dialister_invisus	MALT	species
Gorilla:Pan	Slackia_exigua	MALT	species
Alouatta:Pan	[Eubacterium]_brachy	MALT	species
Alouatta:Pan	Actinomyces_sp._oral_taxon_448	MALT	species
Alouatta:Pan	Prevotella_intermedia	MALT	species
Alouatta:Gorilla:Homo	Actinomyces_johnsonii	MALT	species
Alouatta:Gorilla:Homo	Cardiobacterium_valvarum	MALT	species
Alouatta:Gorilla:Homo	Eikenella_corrodens	MALT	species
Alouatta:Gorilla	Actinomyces_sp._oral_taxon_170	MALT	species
Alouatta:Gorilla	Aggregatibacter_actinomycetemcomitans	MALT	species
Alouatta:Gorilla	Aggregatibacter_aphrophilus	MALT	species
Homo	Abiotrophia_defectiva	MALT	species
Homo	Actinomyces_odontolyticus	MALT	species
Homo	Corynebacterium_matruchotii	MALT	species
Control	Candidatus_Kryptonium_thompsoni	MALT	species
Control	Streptomyces_sp._JV178	MALT	species
Gorilla	Actinomyces_sp._oral_taxon_171	MALT	species
