Combination	Taxon	n	Bootstrap_Result
Alouatta:Gorilla	Haemophilus parainfluenzae	287	28.7
Alouatta:Gorilla	Kingella kingae	1	0.1
Alouatta:Gorilla	Kingella oralis	118	11.799999999999999
Alouatta:Gorilla	Necropsobacter massiliensis	361	36.1
Alouatta:Gorilla	Neisseria bacilliformis	374	37.4
Alouatta:Gorilla	Neisseria elongata	30	3
Alouatta:Gorilla	Neisseria gonorrhoeae	102	10.2
Alouatta:Gorilla	Neisseria meningitidis	233	23.3
Alouatta:Gorilla	Neisseria shayeganii	6	0.6
Alouatta:Gorilla	Neisseria sp. 10023	239	23.9
Alouatta:Gorilla	Neisseria sp. oral taxon 014	173	17.299999999999997
Alouatta:Gorilla	Paenarthrobacter nicotinovorans	5	0.5
Alouatta:Gorilla	Pasteurella multocida	374	37.4
Alouatta:Gorilla	Pasteurella testudinis	8	0.8
Alouatta:Gorilla	Pasteurellaceae bacterium NI1060	2	0.2
Alouatta:Gorilla	Prevotella intermedia	8	0.8
Alouatta:Gorilla	Rothia aeria	41	4.1000000000000005
Alouatta:Gorilla	Rothia dentocariosa	374	37.4
Alouatta:Gorilla	Rothia mucilaginosa	338	33.800000000000004
Alouatta:Gorilla	Selenomonas sp. oral taxon 126	2	0.2
Alouatta:Gorilla	Streptococcus anginosus	7	0.7000000000000001
Alouatta:Gorilla	Streptococcus entericus	4	0.4
Alouatta:Gorilla	Streptococcus gordonii	6	0.6
Alouatta:Gorilla	Streptococcus intermedius	4	0.4
Alouatta:Gorilla	Streptococcus mutans	778	77.8
Alouatta:Gorilla	Streptococcus parasanguinis	4	0.4
Alouatta:Gorilla	Streptococcus pyogenes	8	0.8
Alouatta:Gorilla	Streptococcus sobrinus	8	0.8
Alouatta:Gorilla	Streptococcus sp. DD04	7	0.7000000000000001
Alouatta:Gorilla	Streptococcus sp. DD13	4	0.4
Alouatta:Gorilla	Streptococcus suis	8	0.8
Alouatta:Gorilla	Veillonella rodentium	232	23.200000000000003
Gorilla	[Eubacterium] infirmum	8	0.8
Gorilla	Actinobacillus pleuropneumoniae	4	0.4
Gorilla	Actinomyces georgiae	5	0.5
Gorilla	Actinomyces glycerinitolerans	8	0.8
Gorilla	Actinomyces radicidentis	12	1.2
Gorilla	Actinomyces sp. HMSC075C01	360	36
Gorilla	Actinomyces sp. HMSC08A09	305	30.5
Gorilla	Actinomyces sp. oral taxon 171	6	0.6
Gorilla	Actinomyces sp. oral taxon 849	144	14.399999999999999
Gorilla	Actinomyces timonensis	1	0.1
Gorilla	Actinomyces urogenitalis	35	3.5000000000000004
Gorilla	Actinomyces viscosus	319	31.900000000000002
Gorilla	Avibacterium endocarditidis	2	0.2
Gorilla	Bacteroides heparinolyticus	8	0.8
Gorilla	Basfia succiniciproducens	6	0.6
Gorilla	Candidatus Dorea massiliensis	1	0.1
Gorilla	Centipeda periodontii	4	0.4
Gorilla	Conchiformibius kuhniae	5	0.5
Gorilla	Corynebacterium durum	25	2.5
Gorilla	Enterococcus faecalis	4	0.4
Gorilla	Haemophilus haemolyticus	7	0.7000000000000001
Gorilla	Haemophilus influenzae	5	0.5
Gorilla	Haemophilus pittmaniae	7	0.7000000000000001
Gorilla	Kingella denitrificans	8	0.8
Gorilla	Mannheimia haemolytica	4	0.4
Gorilla	Morganella morganii	4	0.4
Gorilla	Morococcus cerebrosus	8	0.8
Gorilla	Neisseria cinerea	6	0.6
Gorilla	Neisseria gonorrhoeae	272	27.200000000000003
Gorilla	Neisseria iguanae	8	0.8
Gorilla	Neisseria lactamica	374	37.4
Gorilla	Neisseria macacae	8	0.8
Gorilla	Neisseria meningitidis	139	13.900000000000002
Gorilla	Neisseria mucosa	5	0.5
Gorilla	Neisseria polysaccharea	8	0.8
Gorilla	Neisseria sicca	8	0.8
Gorilla	Neisseria sp. 10022	8	0.8
Gorilla	Neisseria sp. 10023	135	13.5
Gorilla	Neisseria sp. GT4A_CT1	8	0.8
Gorilla	Neisseria sp. HMSC03D10	6	0.6
Gorilla	Neisseria sp. HMSC055F11	5	0.5
Gorilla	Neisseria sp. HMSC055H02	8	0.8
Gorilla	Neisseria sp. HMSC056A03	5	0.5
Gorilla	Neisseria sp. HMSC059F02	5	0.5
Gorilla	Neisseria sp. HMSC064E01	8	0.8
Gorilla	Neisseria sp. HMSC064F04	7	0.7000000000000001
Gorilla	Neisseria sp. HMSC065D04	8	0.8
Gorilla	Neisseria sp. HMSC068C04	1	0.1
Gorilla	Neisseria sp. HMSC069H12	8	0.8
Gorilla	Neisseria sp. HMSC070E12	1	0.1
Gorilla	Neisseria sp. HMSC072F04	8	0.8
Gorilla	Neisseria sp. HMSC073B07	5	0.5
Gorilla	Neisseria sp. HMSC074B07	7	0.7000000000000001
Gorilla	Neisseria sp. HMSC077D05	8	0.8
Gorilla	Neisseria sp. HMSC15C08	8	0.8
Gorilla	Neisseria sp. HMSC31F04	8	0.8
Gorilla	Neisseria sp. HMSC70E02	8	0.8
Gorilla	Neisseria sp. KEM232	1	0.1
Gorilla	Neisseria sp. oral taxon 020	5	0.5
Gorilla	Neisseria wadsworthii	5	0.5
Gorilla	Neisseria zoodegmatis	8	0.8
Gorilla	Novosphingobium sp. P6W	2	0.2
Gorilla	Olsenella provencensis	41	4.1000000000000005
Gorilla	Olsenella sp. HMSC062G07	41	4.1000000000000005
Gorilla	Olsenella sp. Marseille-P2300	41	4.1000000000000005
Gorilla	Olsenella umbonata	129	12.9
Gorilla	Olsenella urininfantis	129	12.9
Gorilla	Oxalobacter formigenes	112	11.200000000000001
Gorilla	Paenarthrobacter nicotinovorans	3	0.3
Gorilla	Pasteurellaceae bacterium NI1060	6	0.6
Gorilla	Pelosinus fermentans	2	0.2
Gorilla	Porphyromonas gulae	2	0.2
Gorilla	Prevotella baroniae	3	0.3
Gorilla	Propionibacterium acidifaciens	790	79
Gorilla	Propionibacterium australiense	624	62.4
Gorilla	Propionibacterium freudenreichii	98	9.8
Gorilla	Propionibacterium sp. oral taxon 192	19	1.9
Gorilla	Raoultella ornithinolytica	1	0.1
Gorilla	Rodentibacter pneumotropicus	4	0.4
Gorilla	Rothia mucilaginosa	25	2.5
Gorilla	Rothia sp. HMSC036D11	363	36.3
Gorilla	Rothia sp. HMSC058E10	363	36.3
Gorilla	Rothia sp. HMSC064D08	374	37.4
Gorilla	Rothia sp. HMSC065D02	363	36.3
Gorilla	Rothia sp. HMSC065G12	363	36.3
Gorilla	Rothia sp. HMSC067H10	363	36.3
Gorilla	Rothia sp. HMSC068F09	1	0.1
Gorilla	Rothia sp. HMSC069C01	363	36.3
Gorilla	Rothia sp. HMSC071F11	363	36.3
Gorilla	Rothia sp. HMSC08A08	363	36.3
Gorilla	Selenomonas noxia	275	27.500000000000004
Gorilla	Selenomonas sp. oral taxon 126	5	0.5
Gorilla	Selenomonas sp. oral taxon 138	7	0.7000000000000001
Gorilla	Selenomonas sp. oral taxon 920	1	0.1
Gorilla	Shuttleworthia satelles	4	0.4
Gorilla	Solobacterium moorei	8	0.8
Gorilla	Staphylococcus equorum	1	0.1
Gorilla	Staphylococcus saprophyticus	245	24.5
Gorilla	Staphylococcus xylosus	8	0.8
Gorilla	Streptococcus parauberis	1	0.1
Gorilla	Veillonella dispar	8	0.8
Gorilla	Veillonella parvula	8	0.8
Gorilla	Veillonella rodentium	122	12.2
Gorilla	Veillonella tobetsuensis	8	0.8
Alouatta:Pan	[Eubacterium] brachy	427	42.699999999999996
Alouatta:Pan	Actinobaculum sp. oral taxon 183	322	32.2
Alouatta:Pan	Actinomyces radicidentis	167	16.7
Alouatta:Pan	Actinomyces slackii	2	0.2
Alouatta:Pan	Actinomyces sp. oral taxon 448	5	0.5
Alouatta:Pan	Anaeroglobus geminatus	31	3.1
Alouatta:Pan	Atopobium sp. oral taxon 199	634	63.4
Alouatta:Pan	Bifidobacterium dentium	29	2.9000000000000004
Alouatta:Pan	Catonella morbi	1	0.1
Alouatta:Pan	Centipeda periodontii	153	15.299999999999999
Alouatta:Pan	Fusobacterium hwasookii	4	0.4
Alouatta:Pan	Fusobacterium periodonticum	5	0.5
Alouatta:Pan	Fusobacterium sp. oral taxon 203	2	0.2
Alouatta:Pan	Gemella cuniculi	2	0.2
Alouatta:Pan	Parvimonas micra	3	0.3
Alouatta:Pan	Peptoanaerobacter stomatis	179	17.9
Alouatta:Pan	Porphyromonas gingivalis	6	0.6
Alouatta:Pan	Porphyromonas gulae	3	0.3
Alouatta:Pan	Prevotella intermedia	194	19.400000000000002
Alouatta:Pan	Streptococcus anginosus	5	0.5
Alouatta:Pan	Streptococcus constellatus	3	0.3
Alouatta:Pan	Streptococcus equi	376	37.6
Alouatta:Pan	Streptococcus intermedius	392	39.2
Alouatta:Pan	Streptococcus ovis	5	0.5
Alouatta:Pan	Tannerella sp. oral taxon HOT-286	1	0.1
Gorilla:Pan:Control	Candidatus Kryptonium thompsoni	178	17.8
Gorilla:Pan:Control	Propionibacterium australiense	2	0.2
Gorilla:Homo	[Eubacterium] infirmum	5	0.5
Gorilla:Homo	Actinomyces odontolyticus	3	0.3
Gorilla:Homo	Actinomyces radicidentis	10	1
Gorilla:Homo	Actinomyces sp. HMSC075C01	3	0.3
Gorilla:Homo	Actinomyces sp. HMSC08A09	58	5.800000000000001
Gorilla:Homo	Actinomyces sp. oral taxon 171	41	4.1000000000000005
Gorilla:Homo	Actinomyces sp. oral taxon 849	407	40.699999999999996
Gorilla:Homo	Actinomyces urogenitalis	27	2.7
Gorilla:Homo	Actinomyces viscosus	44	4.3999999999999995
Gorilla:Homo	Corynebacterium durum	64	6.4
Gorilla:Homo	Filifactor alocis	1	0.1
Gorilla:Homo	Johnsonella ignava	21	2.1
Gorilla:Homo	Propionibacterium sp. oral taxon 192	8	0.8
Gorilla:Homo	Selenomonas noxia	475	47.5
Gorilla:Homo	Treponema lecithinolyticum	3	0.3
Control	Actinotignum timonense	20	2
Control	Altererythrobacter marensis	86	8.6
Control	Burkholderia sp. K24	5	0.5
Control	Candidatus Kryptobacter tengchongensis	660	66
Control	Candidatus Kryptonium thompsoni	83	8.3
Control	Cupriavidus oxalaticus	11	1.0999999999999999
Control	Cytophaga aurantiaca	38	3.8
Control	Cytophaga hutchinsonii	1	0.1
Control	Methanobrevibacter oralis	1	0.1
Control	Methylotenera versatilis	160	16
Control	Paraburkholderia fungorum	5	0.5
Control	Propionibacterium australiense	2	0.2
Control	Pseudomonas thermotolerans	2	0.2
Control	Sphingopyxis sp. 113P3	2	0.2
Control	Streptomyces sp. E5N91	1	0.1
Control	Streptomyces sp. JV178	946	94.6
Control	Undibacterium pigrum	8	0.8
Control	Vibrio cyclitrophicus	1	0.1
Alouatta:Pan:Homo	[Eubacterium] brachy	437	43.7
Alouatta:Pan:Homo	Actinobaculum sp. oral taxon 183	1	0.1
Alouatta:Pan:Homo	Actinomyces massiliensis	38	3.8
Alouatta:Pan:Homo	Actinomyces radicidentis	202	20.200000000000003
Alouatta:Pan:Homo	Actinomyces ruminicola	23	2.3
Alouatta:Pan:Homo	Actinomyces sp. oral taxon 448	35	3.5000000000000004
Alouatta:Pan:Homo	Campylobacter gracilis	4	0.4
Alouatta:Pan:Homo	Campylobacter showae	178	17.8
Alouatta:Pan:Homo	Candidatus Saccharibacteria oral taxon TM7x	271	27.1
Alouatta:Pan:Homo	Cardiobacterium valvarum	12	1.2
Alouatta:Pan:Homo	Catonella morbi	234	23.400000000000002
Alouatta:Pan:Homo	Corynebacterium matruchotii	1	0.1
Alouatta:Pan:Homo	Eikenella corrodens	2	0.2
Alouatta:Pan:Homo	Fusobacterium nucleatum	2	0.2
Alouatta:Pan:Homo	Ottowia sp. oral taxon 894	40	4
Alouatta:Pan:Homo	Parvimonas micra	413	41.3
Alouatta:Pan:Homo	Peptoanaerobacter stomatis	27	2.7
Alouatta:Pan:Homo	Porphyromonas gingivalis	244	24.4
Alouatta:Pan:Homo	Prevotella intermedia	86	8.6
Alouatta:Pan:Homo	Streptococcus cristatus	1	0.1
Alouatta:Pan:Homo	Streptococcus intermedius	3	0.3
Alouatta:Pan:Homo	Streptococcus sanguinis	1	0.1
Alouatta:Pan:Homo	Tannerella sp. oral taxon HOT-286	473	47.3
Alouatta:Pan:Homo	Treponema socranskii	566	56.599999999999994
Homo:Control	Candidatus Kryptonium thompsoni	43	4.3
Homo:Control	Corynebacterium matruchotii	1	0.1
Homo:Control	Methanobrevibacter oralis	2	0.2
Alouatta:Gorilla:Pan:Control	Candidatus Kryptonium thompsoni	61	6.1
Alouatta:Gorilla:Pan	[Eubacterium] brachy	23	2.3
Alouatta:Gorilla:Pan	Actinomyces radicidentis	56	5.6000000000000005
Alouatta:Gorilla:Pan	Actinomyces ruminicola	22	2.1999999999999997
Alouatta:Gorilla:Pan	Actinomyces sp. oral taxon 170	5	0.5
Alouatta:Gorilla:Pan	Actinomyces sp. oral taxon 448	127	12.7
Alouatta:Gorilla:Pan	Anaeroglobus geminatus	601	60.099999999999994
Alouatta:Gorilla:Pan	Campylobacter gracilis	1	0.1
Alouatta:Gorilla:Pan	Eikenella corrodens	3	0.3
Alouatta:Gorilla:Pan	Ottowia sp. oral taxon 894	1	0.1
Alouatta:Gorilla:Pan	Porphyromonas gingivalis	8	0.8
Alouatta:Gorilla:Pan	Prevotella intermedia	416	41.6
Alouatta:Gorilla:Pan	Streptococcus intermedius	4	0.4
Alouatta:Gorilla:Pan	Streptococcus mutans	3	0.3
Alouatta:Gorilla:Pan	Tannerella sp. oral taxon HOT-286	1	0.1
Alouatta:Gorilla:Control	Aggregatibacter actinomycetemcomitans	41	4.1000000000000005
Alouatta:Gorilla:Control	Candidatus Kryptonium thompsoni	63	6.3
Alouatta:Gorilla:Control	Neisseria sp. oral taxon 014	4	0.4
Gorilla:Control	Candidatus Kryptonium thompsoni	150	15
Gorilla:Control	Propionibacterium australiense	9	0.8999999999999999
Gorilla:Control	Streptomyces sp. JV178	1	0.1
Pan:Control	Candidatus Kryptonium thompsoni	101	10.100000000000001
Pan:Control	Pseudoramibacter alactolyticus	1	0.1
Pan:Control	Streptomyces sp. JV178	1	0.1
Gorilla:Pan:Homo:Control	Anaerolineaceae bacterium oral taxon 439	146	14.6
Gorilla:Pan:Homo:Control	Bacteroidetes oral taxon 274	17	1.7000000000000002
Gorilla:Pan:Homo:Control	Candidatus Kryptonium thompsoni	71	7.1
Gorilla:Pan:Homo:Control	Desulfobulbus sp. ORNL	353	35.3
Gorilla:Pan:Homo:Control	Olsenella sp. oral taxon 807	113	11.3
Gorilla:Pan:Homo:Control	Tannerella forsythia	92	9.2
Alouatta:Gorilla:Pan:Homo:Control	Actinomyces dentalis	446	44.6
Alouatta:Gorilla:Pan:Homo:Control	Actinomyces gerencseriae	49	4.9
Alouatta:Gorilla:Pan:Homo:Control	Actinomyces israelii	79	7.9
Alouatta:Gorilla:Pan:Homo:Control	Actinomyces johnsonii	3	0.3
Alouatta:Gorilla:Pan:Homo:Control	Actinomyces naeslundii	89	8.9
Alouatta:Gorilla:Pan:Homo:Control	Actinomyces oris	89	8.9
Alouatta:Gorilla:Pan:Homo:Control	Actinomyces sp. oral taxon 170	37	3.6999999999999997
Alouatta:Gorilla:Pan:Homo:Control	Actinomyces sp. oral taxon 414	236	23.599999999999998
Alouatta:Gorilla:Pan:Homo:Control	Candidatus Kryptonium thompsoni	43	4.3
Alouatta:Gorilla:Pan:Homo:Control	Fusobacterium nucleatum	3	0.3
Alouatta:Gorilla:Pan:Homo:Control	Ottowia sp. oral taxon 894	148	14.799999999999999
Alouatta:Gorilla:Pan:Homo:Control	Pseudopropionibacterium propionicum	318	31.8
Alouatta:Gorilla:Homo:Control	Actinomyces johnsonii	5	0.5
Alouatta:Gorilla:Homo:Control	Actinomyces sp. oral taxon 170	12	1.2
Alouatta:Gorilla:Homo:Control	Actinomyces sp. oral taxon 171	2	0.2
Alouatta:Gorilla:Homo:Control	Aggregatibacter aphrophilus	1	0.1
Alouatta:Gorilla:Homo:Control	Aggregatibacter segnis	1	0.1
Alouatta:Gorilla:Homo:Control	Candidatus Kryptonium thompsoni	32	3.2
Alouatta:Gorilla:Homo:Control	Lautropia mirabilis	87	8.7
Alouatta:Gorilla:Homo:Control	Neisseria sp. oral taxon 014	2	0.2
Alouatta:Gorilla:Homo:Control	Ottowia sp. oral taxon 894	2	0.2
Alouatta:Gorilla:Homo:Control	Streptococcus sanguinis	48	4.8
Alouatta:Homo:Control	Aggregatibacter aphrophilus	1	0.1
Alouatta:Homo:Control	Aggregatibacter segnis	1	0.1
Alouatta:Homo:Control	Candidatus Kryptonium thompsoni	10	1
Alouatta:Homo:Control	Corynebacterium matruchotii	1	0.1
Alouatta:Homo:Control	Lautropia mirabilis	156	15.6
Alouatta:Homo:Control	Neisseria elongata	1	0.1
Alouatta:Homo:Control	Neisseria sp. oral taxon 014	8	0.8
Alouatta:Homo:Control	Rothia aeria	2	0.2
Alouatta:Homo:Control	Streptococcus sanguinis	83	8.3
Alouatta:Control	Candidatus Kryptonium thompsoni	25	2.5
Alouatta:Control	Neisseria sp. oral taxon 014	9	0.8999999999999999
Alouatta:Control	Rothia dentocariosa	2	0.2
Pan:Homo:Control	[Eubacterium] minutum	7	0.7000000000000001
Pan:Homo:Control	Anaerolineaceae bacterium oral taxon 439	104	10.4
Pan:Homo:Control	Bacteroidetes oral taxon 274	21	2.1
Pan:Homo:Control	Candidatus Kryptonium thompsoni	35	3.5000000000000004
Pan:Homo:Control	Desulfobulbus sp. ORNL	54	5.4
Pan:Homo:Control	Methanobrevibacter oralis	1	0.1
Pan:Homo:Control	Olsenella sp. oral taxon 807	71	7.1
Pan:Homo:Control	Peptostreptococcaceae bacterium oral taxon 113	2	0.2
Pan:Homo:Control	Phocaeicola abscessus	23	2.3
Pan:Homo:Control	Porphyromonas gingivalis	1	0.1
Pan:Homo:Control	Tannerella forsythia	60	6
Gorilla:Homo:Control	Candidatus Kryptonium thompsoni	58	5.800000000000001
Alouatta:Pan:Control	Candidatus Kryptonium thompsoni	31	3.1
Alouatta:Pan:Homo:Control	Candidatus Kryptonium thompsoni	16	1.6
Alouatta:Pan:Homo:Control	Ottowia sp. oral taxon 894	1	0.1
