Combination	Taxon	Software	Tax_Level
Alouatta	[Mannheimia]_succiniciproducens	MALT	species
Alouatta	Actinobacillus_pleuropneumoniae	MALT	species
Alouatta	Actinobacillus_succinogenes	MALT	species
Alouatta	Campylobacter_curvus	MALT	species
Alouatta	Capnocytophaga_sp._ChDC_OS43	MALT	species
Alouatta	Fusobacterium_hwasookii	MALT	species
Alouatta	Fusobacterium_sp._oral_taxon_203	MALT	species
Alouatta	Haemophilus_influenzae	MALT	species
Alouatta	Haemophilus_pittmaniae	MALT	species
Alouatta	Kingella_kingae	MALT	species
Alouatta	Leptotrichia_buccalis	MALT	species
Alouatta	Neisseria_gonorrhoeae	MALT	species
Alouatta	Neisseria_lactamica	MALT	species
Alouatta	Neisseria_sp._10023	MALT	species
Alouatta	Neisseria_sp._KEM232	MALT	species
Alouatta	Neisseria_zoodegmatis	MALT	species
Alouatta	Pasteurella_multocida	MALT	species
Alouatta	Pasteurellaceae_bacterium_NI1060	MALT	species
Alouatta	Rothia_aeria	MALT	species
Alouatta	Rothia_dentocariosa	MALT	species
Alouatta	Rothia_mucilaginosa	MALT	species
Alouatta	Selenomonas_sp._oral_taxon_126	MALT	species
Alouatta	Selenomonas_sp._oral_taxon_920	MALT	species
Alouatta	Streptococcus_acidominimus	MALT	species
Alouatta	Streptococcus_agalactiae	MALT	species
Alouatta	Streptococcus_dysgalactiae	MALT	species
Alouatta	Streptococcus_equi	MALT	species
Alouatta	Streptococcus_gallolyticus	MALT	species
Alouatta	Streptococcus_himalayensis	MALT	species
Alouatta	Streptococcus_marmotae	MALT	species
Alouatta	Streptococcus_merionis	MALT	species
Alouatta	Streptococcus_mitis	MALT	species
Alouatta	Streptococcus_mutans	MALT	species
Alouatta	Streptococcus_pantholopis	MALT	species
Alouatta	Streptococcus_parasanguinis	MALT	species
Alouatta	Streptococcus_pneumoniae	MALT	species
Alouatta	Streptococcus_pseudopneumoniae	MALT	species
Alouatta	Streptococcus_pyogenes	MALT	species
Alouatta	Streptococcus_salivarius	MALT	species
Alouatta	Streptococcus_sp._A12	MALT	species
Alouatta	Streptococcus_sp._I-G2	MALT	species
Alouatta	Streptococcus_sp._I-P16	MALT	species
Alouatta	Streptococcus_sp._NPS_308	MALT	species
Alouatta	Streptococcus_sp._oral_taxon_431	MALT	species
Alouatta	Streptococcus_sp._VT_162	MALT	species
Alouatta	Streptococcus_suis	MALT	species
Alouatta	Streptococcus_thermophilus	MALT	species
Alouatta	Streptococcus_troglodytae	MALT	species
Alouatta	Tessaracoccus_aquimaris	MALT	species
Alouatta	Tessaracoccus_flavescens	MALT	species
Alouatta	Tessaracoccus_flavus	MALT	species
Alouatta	Tessaracoccus_sp._T2.5-30	MALT	species
Pan	[Eubacterium]_sulci	MALT	species
Pan	Atopobium_parvulum	MALT	species
Pan	Candidatus_Methanomethylophilus_alvus	MALT	species
Pan	Coriobacteriaceae_bacterium_68-1-3	MALT	species
Pan	Cryptobacterium_curtum	MALT	species
Pan	Denitrobacterium_detoxificans	MALT	species
Pan	Desulfobulbus_propionicus	MALT	species
Pan	Eggerthella_lenta	MALT	species
Pan	Filifactor_alocis	MALT	species
Pan	Gemella_sp._oral_taxon_928	MALT	species
Pan	Gordonibacter_massiliensis	MALT	species
Pan	Lawsonella_clevelandensis	MALT	species
Pan	methanogenic_archaeon_ISO4-H5	MALT	species
Pan	methanogenic_archaeon_mixed_culture_ISO4-G1	MALT	species
Pan	Murdochiella_vaginalis	MALT	species
Pan	Olsenella_sp._Marseille-P2300	MALT	species
Pan	Olsenella_umbonata	MALT	species
Pan	Prevotella_dentalis	MALT	species
Pan	Pyramidobacter_piscolens	MALT	species
Pan	Slackia_heliotrinireducens	MALT	species
Pan	Thermoplasmatales_archaeon_BRNA1	MALT	species
Pan	Treponema_putidum	MALT	species
Alouatta:Gorilla:Pan:Homo	Actinomyces_naeslundii	MALT	species
Alouatta:Gorilla:Pan:Homo	Actinomyces_oris	MALT	species
Alouatta:Gorilla:Pan:Homo	Actinomyces_radicidentis	MALT	species
Alouatta:Gorilla:Pan:Homo	Actinomyces_sp._Chiba101	MALT	species
Alouatta:Gorilla:Pan:Homo	Actinomyces_sp._oral_taxon_414	MALT	species
Alouatta:Gorilla:Pan:Homo	Actinomyces_succiniciruminis	MALT	species
Alouatta:Gorilla:Pan:Homo	Fusobacterium_nucleatum	MALT	species
Alouatta:Gorilla:Pan:Homo	Ottowia_sp._oral_taxon_894	MALT	species
Alouatta:Gorilla:Pan:Homo	Pseudopropionibacterium_propionicum	MALT	species
Alouatta:Gorilla:Pan:Homo	Streptococcus_anginosus	MALT	species
Alouatta:Gorilla:Pan:Homo	uncultured_bacterium	MALT	species
Alouatta:Homo	Aggregatibacter_aphrophilus	MALT	species
Alouatta:Homo	Capnocytophaga_gingivalis	MALT	species
Alouatta:Homo	Capnocytophaga_sputigena	MALT	species
Alouatta:Homo	Leptotrichia_sp._oral_taxon_212	MALT	species
Alouatta:Homo	Neisseria_elongata	MALT	species
Alouatta:Homo	Neisseria_meningitidis	MALT	species
Alouatta:Homo	Neisseria_sicca	MALT	species
Alouatta:Homo	Streptococcus_cristatus	MALT	species
Alouatta:Homo	Streptococcus_gordonii	MALT	species
Alouatta:Homo	Streptococcus_oralis	MALT	species
Alouatta:Homo	Streptococcus_sanguinis	MALT	species
Pan:Homo	[Eubacterium]_minutum	MALT	species
Pan:Homo	Anaerolineaceae_bacterium_oral_taxon_439	MALT	species
Pan:Homo	Candidatus_Saccharibacteria_oral_taxon_TM7x	MALT	species
Pan:Homo	Desulfomicrobium_orale	MALT	species
Pan:Homo	Mogibacterium_pumilum	MALT	species
Pan:Homo	Olsenella_sp._oral_taxon_807	MALT	species
Pan:Homo	Parvimonas_micra	MALT	species
Pan:Homo	Porphyromonas_gingivalis	MALT	species
Pan:Homo	Tannerella_forsythia	MALT	species
Pan:Homo	Tannerella_sp._oral_taxon_HOT-286	MALT	species
Pan:Homo	Treponema_denticola	MALT	species
Gorilla:Pan:Homo	Actinomyces_hongkongensis	MALT	species
Gorilla:Pan:Homo	Actinomyces_meyeri	MALT	species
Gorilla:Pan:Homo	Campylobacter_gracilis	MALT	species
Gorilla:Pan:Homo	Fretibacterium_fastidiosum	MALT	species
Gorilla:Pan:Homo	Olsenella_uli	MALT	species
Alouatta:Gorilla	Aggregatibacter_actinomycetemcomitans	MALT	species
Alouatta:Gorilla	Propionibacterium_freudenreichii	MALT	species
Alouatta:Pan	Prevotella_intermedia	MALT	species
Alouatta:Pan	Streptococcus_constellatus	MALT	species
Alouatta:Gorilla:Homo	Eikenella_corrodens	MALT	species
Alouatta:Pan:Homo	Streptococcus_intermedius	MALT	species
Gorilla	Acidipropionibacterium_acidipropionici	MALT	species
Homo	Veillonella_parvula	MALT	species
